dataset,strategy,budget_fraction,budget,seed,auc,n_sampled,pool_size,sampling_time,inference_time,n_classes
covertype,prototype,0.5,5000,4,0.912057399236866,5000,464809,1879.75,54.012,7
covertype,prototype,1.0,10000,1,0.9281940759048908,10000,464809,2125.12,149.223,7
covertype,prototype,1.0,10000,2,0.917324823145146,10000,464809,2038.158,142.501,7
covertype,prototype,1.0,10000,3,0.929907867503742,10000,464809,2188.119,153.315,7
covertype,prototype,1.0,10000,4,0.927357363379574,10000,464809,2218.771,150.559,7
nomao,random,0.1,1000,1,0.9879263329783868,1000,27572,0.0,35.431,2
nomao,stratified,0.1,1000,1,0.9861235626623714,1000,27572,0.003,34.582,2
nomao,coreset,0.1,1000,1,0.9836216431866968,1000,27572,1.156,35.849,2
nomao,prototype,0.1,1000,1,0.9623100998044836,1000,27572,3.467,29.552,2
nomao,stratified_coreset,0.1,1000,1,0.9839274597033876,1000,27572,0.925,36.115,2
nomao,random,0.1,1000,2,0.9855167773107044,1000,27572,0.0,35.336,2
nomao,stratified,0.1,1000,2,0.9857712290296508,1000,27572,0.003,35.24,2
nomao,coreset,0.1,1000,2,0.9852333426436326,1000,27572,1.271,36.541,2
nomao,prototype,0.1,1000,2,0.9603604034756434,1000,27572,3.453,29.145,2
nomao,stratified_coreset,0.1,1000,2,0.9838473182418468,1000,27572,0.886,38.716,2
nomao,random,0.1,1000,3,0.98767461452679,1000,27572,0.0,36.832,2
nomao,stratified,0.1,1000,3,0.9845233119856558,1000,27572,0.003,36.814,2
nomao,coreset,0.1,1000,3,0.9854084780383516,1000,27572,1.47,37.279,2
nomao,prototype,0.1,1000,3,0.9394902054138085,1000,27572,3.449,32.57,2
nomao,stratified_coreset,0.1,1000,3,0.9828175468750192,1000,27572,1.0,37.572,2
nomao,random,0.1,1000,4,0.9865259202447026,1000,27572,0.0,34.812,2
nomao,stratified,0.1,1000,4,0.9848986978920632,1000,27572,0.003,35.865,2
nomao,coreset,0.1,1000,4,0.9855526707838268,1000,27572,1.276,36.357,2
nomao,prototype,0.1,1000,4,0.9586707801136956,1000,27572,3.465,30.077,2
nomao,stratified_coreset,0.1,1000,4,0.9858860262583444,1000,27572,0.898,36.429,2
nomao,random,0.25,2500,1,0.9899196068715784,2500,27572,0.0,68.97,2
nomao,stratified,0.25,2500,1,0.9886414691734888,2500,27572,0.003,65.349,2
nomao,coreset,0.25,2500,1,0.9889406330205924,2500,27572,3.188,74.597,2
nomao,prototype,0.25,2500,1,0.9770137372985584,2500,27572,3.459,61.064,2
nomao,stratified_coreset,0.25,2500,1,0.988511716330994,2500,27572,2.219,71.399,2
nomao,random,0.25,2500,2,0.9899769539148434,2500,27572,0.0,61.865,2
nomao,stratified,0.25,2500,2,0.9906403643146268,2500,27572,0.003,69.677,2
nomao,coreset,0.25,2500,2,0.9897010486257544,2500,27572,3.39,70.145,2
nomao,prototype,0.25,2500,2,0.9751389221808876,2500,27572,3.468,62.974,2
nomao,stratified_coreset,0.25,2500,2,0.9902594603024376,2500,27572,2.258,74.263,2
nomao,random,0.25,2500,3,0.9888868443819906,2500,27572,0.0,77.484,2
nomao,stratified,0.25,2500,3,0.9891003486617715,2500,27572,0.003,72.347,2
nomao,coreset,0.25,2500,3,0.9896851647324758,2500,27572,3.422,70.695,2
nomao,prototype,0.25,2500,3,0.9791537309202468,2500,27572,3.449,62.145,2
nomao,stratified_coreset,0.25,2500,3,0.9896849584481476,2500,27572,1.899,72.129,2
nomao,random,0.25,2500,4,0.9892451602602318,2500,27572,0.0,64.856,2
nomao,stratified,0.25,2500,4,0.9888617808361037,2500,27572,0.003,69.146,2
nomao,coreset,0.25,2500,4,0.9899638548599968,2500,27572,3.374,68.283,2
nomao,prototype,0.25,2500,4,0.9765016364535763,2500,27572,3.487,57.957,2
nomao,stratified_coreset,0.25,2500,4,0.9896201851690642,2500,27572,2.06,67.73,2
nomao,random,0.5,5000,1,0.9909815585936196,5000,27572,0.0,140.611,2
nomao,stratified,0.5,5000,1,0.9901199089543488,5000,27572,0.003,140.544,2
nomao,coreset,0.5,5000,1,0.9918109247355124,5000,27572,6.193,159.414,2
nomao,prototype,0.5,5000,1,0.9885662785358268,5000,27572,3.477,130.889,2
nomao,stratified_coreset,0.5,5000,1,0.991017452066742,5000,27572,5.016,162.993,2
nomao,random,0.5,5000,2,0.9919518169317352,5000,27572,0.0,141.058,2
nomao,stratified,0.5,5000,2,0.9925947020408534,5000,27572,0.003,169.496,2
nomao,coreset,0.5,5000,2,0.9925372002843424,5000,27572,7.014,158.057,2
nomao,prototype,0.5,5000,2,0.9860775612571626,5000,27572,3.53,149.993,2
nomao,stratified_coreset,0.5,5000,2,0.9925344670169924,5000,27572,4.124,136.862,2
nomao,random,0.5,5000,3,0.9910009493204788,5000,27572,0.0,151.566,2
nomao,stratified,0.5,5000,3,0.991098418665596,5000,27572,0.003,144.763,2
nomao,coreset,0.5,5000,3,0.992390789982338,5000,27572,6.881,144.549,2
nomao,prototype,0.5,5000,3,0.9882928486586772,5000,27572,3.512,129.183,2
nomao,stratified_coreset,0.5,5000,3,0.991753061981427,5000,27572,4.9,156.81,2
nomao,random,0.5,5000,4,0.9911589631159496,5000,27572,0.0,136.819,2
nomao,stratified,0.5,5000,4,0.9904956558583308,5000,27572,0.004,136.177,2
nomao,coreset,0.5,5000,4,0.99164465956691,5000,27572,7.236,136.978,2
nomao,prototype,0.5,5000,4,0.9888430089622288,5000,27572,3.477,141.003,2
nomao,stratified_coreset,0.5,5000,4,0.9917053071594276,5000,27572,4.819,157.47,2
nomao,random,1.0,10000,1,0.991461582225552,10000,27572,0.0,367.125,2
nomao,stratified,1.0,10000,1,0.9910930552730608,10000,27572,0.003,357.887,2
nomao,coreset,1.0,10000,1,0.9923366403461616,10000,27572,13.119,321.097,2
nomao,prototype,1.0,10000,1,0.9911878429219102,10000,27572,3.466,338.626,2
nomao,stratified_coreset,1.0,10000,1,0.9918084493235731,10000,27572,8.952,361.096,2
nomao,random,1.0,10000,2,0.9932801848637636,10000,27572,0.001,334.513,2
nomao,stratified,1.0,10000,2,0.9935772342965024,10000,27572,0.004,329.962,2
nomao,coreset,1.0,10000,2,0.993879131410956,10000,27572,12.755,347.181,2
nomao,prototype,1.0,10000,2,0.9919021024086172,10000,27572,3.518,353.613,2
nomao,stratified_coreset,1.0,10000,2,0.993717610781904,10000,27572,8.576,337.374,2
nomao,random,1.0,10000,3,0.9920397971977511,10000,27572,0.0,345.091,2
nomao,stratified,1.0,10000,3,0.9929773594698328,10000,27572,0.003,339.979,2
nomao,coreset,1.0,10000,3,0.9925210585356536,10000,27572,12.507,327.038,2
nomao,prototype,1.0,10000,3,0.9914908746001696,10000,27572,3.514,332.755,2
nomao,stratified_coreset,1.0,10000,3,0.9924219389159098,10000,27572,8.86,332.101,2
nomao,random,1.0,10000,4,0.9922121993251202,10000,27572,0.0,352.41,2
nomao,stratified,1.0,10000,4,0.9922678445226766,10000,27572,0.003,321.352,2
nomao,coreset,1.0,10000,4,0.9932247975216176,10000,27572,13.429,369.285,2
nomao,prototype,1.0,10000,4,0.9912516879215164,10000,27572,3.509,363.285,2
nomao,stratified_coreset,1.0,10000,4,0.9927265177266312,10000,27572,8.269,330.638,2
connect-4,random,0.1,1000,1,0.8004710627226866,1000,54045,0.0,12.383,3
connect-4,stratified,0.1,1000,1,0.7847475005935743,1000,54045,0.007,11.915,3
connect-4,coreset,0.1,1000,1,0.7570304952656842,1000,54045,2.335,12.971,3
connect-4,prototype,0.1,1000,1,0.5450422383504946,1000,54045,13.82,12.21,3
connect-4,stratified_coreset,0.1,1000,1,0.6829948655610778,1000,54045,1.019,12.1,3
connect-4,random,0.1,1000,2,0.7924767468908048,1000,54045,0.0,12.434,3
connect-4,stratified,0.1,1000,2,0.7846624673149596,1000,54045,0.007,11.862,3
connect-4,coreset,0.1,1000,2,0.7112469663566201,1000,54045,2.234,12.129,3
connect-4,prototype,0.1,1000,2,0.5856752883609054,1000,54045,13.853,12.162,3
connect-4,stratified_coreset,0.1,1000,2,0.679075881518577,1000,54045,1.111,12.315,3
connect-4,random,0.1,1000,3,0.7718311908973999,1000,54045,0.0,12.58,3
connect-4,stratified,0.1,1000,3,0.7832139529236083,1000,54045,0.007,12.152,3
connect-4,coreset,0.1,1000,3,0.7406926728612651,1000,54045,2.183,12.664,3
connect-4,prototype,0.1,1000,3,0.5526777633357906,1000,54045,13.764,12.495,3
connect-4,stratified_coreset,0.1,1000,3,0.695377768780583,1000,54045,1.079,12.65,3
connect-4,random,0.1,1000,4,0.7978005927847719,1000,54045,0.0,12.472,3
connect-4,stratified,0.1,1000,4,0.793224705177404,1000,54045,0.007,12.985,3
connect-4,coreset,0.1,1000,4,0.73255109604378,1000,54045,2.11,12.837,3
connect-4,prototype,0.1,1000,4,0.6045486854740038,1000,54045,13.788,12.316,3
connect-4,stratified_coreset,0.1,1000,4,0.708805773161577,1000,54045,0.987,12.499,3
connect-4,random,0.25,2500,1,0.8288506328169105,2500,54045,0.0,21.302,3
connect-4,stratified,0.25,2500,1,0.8277012089951775,2500,54045,0.007,23.602,3
connect-4,coreset,0.25,2500,1,0.8090209020733292,2500,54045,4.623,22.545,3
connect-4,prototype,0.25,2500,1,0.6729370678882037,2500,54045,13.79,23.393,3
connect-4,stratified_coreset,0.25,2500,1,0.7802374194933259,2500,54045,2.364,22.476,3
connect-4,random,0.25,2500,2,0.8350669739318074,2500,54045,0.0,22.333,3
connect-4,stratified,0.25,2500,2,0.8285159900433635,2500,54045,0.008,22.688,3
connect-4,coreset,0.25,2500,2,0.8103783512225475,2500,54045,5.146,22.389,3
connect-4,prototype,0.25,2500,2,0.6517523103693031,2500,54045,13.785,23.185,3
connect-4,stratified_coreset,0.25,2500,2,0.7659930673503098,2500,54045,2.59,22.171,3
connect-4,random,0.25,2500,3,0.831559441082554,2500,54045,0.0,23.144,3
connect-4,stratified,0.25,2500,3,0.8264355877127626,2500,54045,0.007,22.623,3
connect-4,coreset,0.25,2500,3,0.7958576725894603,2500,54045,4.701,22.152,3
connect-4,prototype,0.25,2500,3,0.6578629033986925,2500,54045,13.789,22.527,3
connect-4,stratified_coreset,0.25,2500,3,0.7737238608335436,2500,54045,2.742,22.721,3
connect-4,random,0.25,2500,4,0.8277463325529569,2500,54045,0.0,22.493,3
connect-4,stratified,0.25,2500,4,0.8304591556070949,2500,54045,0.007,22.52,3
connect-4,coreset,0.25,2500,4,0.8074888315142603,2500,54045,5.11,22.14,3
connect-4,prototype,0.25,2500,4,0.7010677574290402,2500,54045,14.063,22.19,3
connect-4,stratified_coreset,0.25,2500,4,0.788056331708034,2500,54045,2.878,21.794,3
connect-4,random,0.5,5000,1,0.8480124567848203,5000,54045,0.0,40.198,3
connect-4,stratified,0.5,5000,1,0.85190544282028,5000,54045,0.007,40.186,3
connect-4,coreset,0.5,5000,1,0.8491866208900412,5000,54045,10.264,40.943,3
connect-4,prototype,0.5,5000,1,0.7165418582041615,5000,54045,14.233,40.438,3
connect-4,stratified_coreset,0.5,5000,1,0.8105888673273384,5000,54045,4.875,40.725,3
connect-4,random,0.5,5000,2,0.8484547793145366,5000,54045,0.0,40.566,3
connect-4,stratified,0.5,5000,2,0.8501932859907025,5000,54045,0.007,40.711,3
connect-4,coreset,0.5,5000,2,0.8355288744368208,5000,54045,9.892,40.907,3
connect-4,prototype,0.5,5000,2,0.7376360816550583,5000,54045,13.853,40.84,3
connect-4,stratified_coreset,0.5,5000,2,0.8003331204992126,5000,54045,5.055,40.49,3
connect-4,random,0.5,5000,3,0.8548971511132617,5000,54045,0.0,43.026,3
connect-4,stratified,0.5,5000,3,0.8512291072173005,5000,54045,0.007,41.069,3
connect-4,coreset,0.5,5000,3,0.8372908377043099,5000,54045,9.573,41.235,3
connect-4,prototype,0.5,5000,3,0.7497276531912211,5000,54045,13.866,41.203,3
connect-4,stratified_coreset,0.5,5000,3,0.813983649436973,5000,54045,4.53,42.062,3
connect-4,random,0.5,5000,4,0.8604032109522892,5000,54045,0.001,42.184,3
connect-4,stratified,0.5,5000,4,0.8575590129632449,5000,54045,0.007,42.872,3
connect-4,coreset,0.5,5000,4,0.8454266473820887,5000,54045,9.567,43.324,3
connect-4,prototype,0.5,5000,4,0.7544928364375191,5000,54045,13.9,43.431,3
connect-4,stratified_coreset,0.5,5000,4,0.8154040145178235,5000,54045,5.007,42.342,3
jannis,random,0.1,1000,1,0.810915922647791,1000,66986,0.001,28.115,4
jannis,stratified,0.1,1000,1,0.8359221743358602,1000,66986,0.009,27.979,4
jannis,coreset,0.1,1000,1,0.7967896504042254,1000,66986,3.218,28.511,4
jannis,prototype,0.1,1000,1,0.7820079444281617,1000,66986,60.374,28.734,4
jannis,stratified_coreset,0.1,1000,1,0.7670785884785298,1000,66986,1.225,27.907,4
jannis,random,0.1,1000,2,0.8235359829990194,1000,66986,0.001,29.204,4
jannis,stratified,0.1,1000,2,0.8214173278968053,1000,66986,0.009,28.044,4
jannis,coreset,0.1,1000,2,0.8153620426600133,1000,66986,2.938,28.379,4
jannis,prototype,0.1,1000,2,0.7876060442326402,1000,66986,58.27,29.251,4
jannis,stratified_coreset,0.1,1000,2,0.7910242789248736,1000,66986,1.147,28.205,4
jannis,random,0.1,1000,3,0.8225667493979467,1000,66986,0.001,28.299,4
jannis,stratified,0.1,1000,3,0.8195280528126396,1000,66986,0.009,30.493,4
jannis,coreset,0.1,1000,3,0.8048765258365687,1000,66986,3.42,28.073,4
jannis,prototype,0.1,1000,3,0.7650347758259227,1000,66986,64.625,28.373,4
jannis,stratified_coreset,0.1,1000,3,0.7660387354523993,1000,66986,1.146,28.48,4
jannis,random,0.1,1000,4,0.8153152920887459,1000,66986,0.001,28.626,4
jannis,stratified,0.1,1000,4,0.8252622403054454,1000,66986,0.009,28.356,4
jannis,coreset,0.1,1000,4,0.7912835730655248,1000,66986,3.145,29.784,4
jannis,prototype,0.1,1000,4,0.7633196876660954,1000,66986,58.721,27.264,4
jannis,stratified_coreset,0.1,1000,4,0.7491006687889761,1000,66986,1.223,27.727,4
jannis,random,0.25,2500,1,0.8445663641433161,2500,66986,0.001,46.765,4
jannis,stratified,0.25,2500,1,0.8467895636225476,2500,66986,0.009,47.572,4
jannis,coreset,0.25,2500,1,0.8413951065598166,2500,66986,7.835,46.647,4
jannis,prototype,0.25,2500,1,0.8137454472647283,2500,66986,58.731,50.34,4
jannis,stratified_coreset,0.25,2500,1,0.8148387163795341,2500,66986,2.537,51.765,4
jannis,random,0.25,2500,2,0.8459867979905131,2500,66986,0.001,51.721,4
jannis,stratified,0.25,2500,2,0.8478156132826554,2500,66986,0.009,47.548,4
jannis,coreset,0.25,2500,2,0.842997665655755,2500,66986,7.836,46.666,4
jannis,prototype,0.25,2500,2,0.8168417493613319,2500,66986,61.854,45.805,4
jannis,stratified_coreset,0.25,2500,2,0.8295599551286529,2500,66986,2.91,49.575,4
jannis,random,0.25,2500,3,0.8426777215518126,2500,66986,0.001,49.022,4
jannis,stratified,0.25,2500,3,0.8390274241133118,2500,66986,0.009,49.98,4
jannis,coreset,0.25,2500,3,0.8366443193998225,2500,66986,8.345,50.547,4
jannis,prototype,0.25,2500,3,0.8251876877753671,2500,66986,61.321,48.421,4
jannis,stratified_coreset,0.25,2500,3,0.8310608700703281,2500,66986,2.759,50.75,4
jannis,random,0.25,2500,4,0.841318574432497,2500,66986,0.001,49.558,4
jannis,stratified,0.25,2500,4,0.8423910539839423,2500,66986,0.009,48.307,4
jannis,coreset,0.25,2500,4,0.8420254478226203,2500,66986,8.219,49.519,4
jannis,prototype,0.25,2500,4,0.8172533729748678,2500,66986,64.062,46.481,4
jannis,stratified_coreset,0.25,2500,4,0.827362417136004,2500,66986,2.858,46.031,4
jannis,random,0.5,5000,1,0.8539582539845372,5000,66986,0.001,86.661,4
jannis,stratified,0.5,5000,1,0.855369790507851,5000,66986,0.01,86.594,4
jannis,coreset,0.5,5000,1,0.848599449819432,5000,66986,15.35,87.536,4
jannis,prototype,0.5,5000,1,0.8377675671294679,5000,66986,65.773,84.315,4
jannis,stratified_coreset,0.5,5000,1,0.8455224698924703,5000,66986,5.278,90.902,4
jannis,random,0.5,5000,2,0.8554424232234404,5000,66986,0.001,88.071,4
jannis,stratified,0.5,5000,2,0.8543895818779706,5000,66986,0.009,91.948,4
jannis,coreset,0.5,5000,2,0.8529217848142838,5000,66986,15.418,95.649,4
jannis,prototype,0.5,5000,2,0.8342386435784068,5000,66986,59.424,84.491,4
jannis,stratified_coreset,0.5,5000,2,0.8462015124873408,5000,66986,5.765,82.813,4
jannis,random,0.5,5000,3,0.8536278290816397,5000,66986,0.001,86.084,4
jannis,stratified,0.5,5000,3,0.8498480442380145,5000,66986,0.01,90.824,4
jannis,coreset,0.5,5000,3,0.8504750990692815,5000,66986,15.516,89.284,4
jannis,prototype,0.5,5000,3,0.8377657440766959,5000,66986,58.688,84.255,4
jannis,stratified_coreset,0.5,5000,3,0.8478853662331396,5000,66986,5.815,83.425,4
jannis,random,0.5,5000,4,0.8505294631101659,5000,66986,0.001,84.305,4
jannis,stratified,0.5,5000,4,0.8583898117014864,5000,66986,0.009,90.711,4
jannis,coreset,0.5,5000,4,0.8491997090831458,5000,66986,15.12,93.759,4
jannis,prototype,0.5,5000,4,0.8439802777277425,5000,66986,66.241,88.016,4
jannis,stratified_coreset,0.5,5000,4,0.8492123900638504,5000,66986,5.79,85.826,4
volkert,random,0.1,1000,1,0.8627881345197486,1000,46648,0.0,74.551,10
volkert,stratified,0.1,1000,1,0.8682243477881016,1000,46648,0.007,74.345,10
volkert,coreset,0.1,1000,1,0.841401835569334,1000,46648,2.251,77.633,10
volkert,prototype,0.1,1000,1,0.8084018877484687,1000,46648,24.013,74.611,10
volkert,stratified_coreset,0.1,1000,1,0.770267163004538,1000,46648,0.4,75.245,10
volkert,random,0.1,1000,2,0.8771324025813184,1000,46648,0.0,75.764,10
volkert,stratified,0.1,1000,2,0.8739463433381388,1000,46648,0.007,77.361,10
volkert,coreset,0.1,1000,2,0.8357316324047754,1000,46648,2.176,76.284,10
volkert,prototype,0.1,1000,2,0.7892898253900957,1000,46648,24.015,76.495,10
volkert,stratified_coreset,0.1,1000,2,0.7601686223054143,1000,46648,0.429,74.237,10
volkert,random,0.1,1000,3,0.87077146748051,1000,46648,0.001,77.349,10
volkert,stratified,0.1,1000,3,0.8640875369145953,1000,46648,0.008,78.278,10
volkert,coreset,0.1,1000,3,0.8427041882309692,1000,46648,2.047,76.977,10
volkert,prototype,0.1,1000,3,0.8232523454562308,1000,46648,23.168,81.273,10
volkert,stratified_coreset,0.1,1000,3,0.7776008609598775,1000,46648,0.438,78.975,10
volkert,random,0.1,1000,4,0.8642597868990988,1000,46648,0.001,75.227,10
volkert,stratified,0.1,1000,4,0.8699438911453262,1000,46648,0.007,77.095,10
volkert,coreset,0.1,1000,4,0.8395506827081171,1000,46648,2.345,76.808,10
volkert,prototype,0.1,1000,4,0.8227803186208309,1000,46648,23.672,73.983,10
volkert,stratified_coreset,0.1,1000,4,0.7713271692374183,1000,46648,0.384,76.806,10
volkert,random,0.25,2500,1,0.888603862162908,2500,46648,0.0,125.693,10
volkert,stratified,0.25,2500,1,0.8870577166349201,2500,46648,0.007,129.638,10
volkert,coreset,0.25,2500,1,0.8584556808453524,2500,46648,5.584,129.67,10
volkert,prototype,0.25,2500,1,0.8476631112300159,2500,46648,23.654,122.162,10
volkert,stratified_coreset,0.25,2500,1,0.8368548097648176,2500,46648,0.974,127.154,10
volkert,random,0.25,2500,2,0.8934273717436007,2500,46648,0.0,126.037,10
volkert,stratified,0.25,2500,2,0.8940449594627478,2500,46648,0.007,126.295,10
volkert,coreset,0.25,2500,2,0.8612567216172948,2500,46648,5.801,128.354,10
volkert,prototype,0.25,2500,2,0.8513059396259035,2500,46648,23.008,123.516,10
volkert,stratified_coreset,0.25,2500,2,0.8371487668895428,2500,46648,0.782,128.231,10
volkert,random,0.25,2500,3,0.8903927813415635,2500,46648,0.001,129.758,10
volkert,stratified,0.25,2500,3,0.8906730824185791,2500,46648,0.007,132.559,10
volkert,coreset,0.25,2500,3,0.8604303543617944,2500,46648,5.189,127.897,10
volkert,prototype,0.25,2500,3,0.8535161674718929,2500,46648,23.201,126.367,10
volkert,stratified_coreset,0.25,2500,3,0.8251106558296056,2500,46648,0.938,129.839,10
volkert,random,0.25,2500,4,0.8870756987598394,2500,46648,0.001,132.048,10
volkert,stratified,0.25,2500,4,0.8925908893288936,2500,46648,0.007,133.963,10
volkert,coreset,0.25,2500,4,0.860419230223829,2500,46648,5.376,127.145,10
volkert,prototype,0.25,2500,4,0.8438841621447933,2500,46648,23.295,132.029,10
volkert,stratified_coreset,0.25,2500,4,0.8294060119665498,2500,46648,0.873,126.137,10
volkert,random,0.5,5000,1,0.9003004193267052,5000,46648,0.001,260.83,10
volkert,stratified,0.5,5000,1,0.8984555134861987,5000,46648,0.008,261.091,10
volkert,coreset,0.5,5000,1,0.8723871704110782,5000,46648,11.249,236.914,10
volkert,prototype,0.5,5000,1,0.8683817612480533,5000,46648,23.473,238.928,10
volkert,stratified_coreset,0.5,5000,1,0.8641902761259713,5000,46648,1.675,249.743,10
volkert,random,0.5,5000,2,0.9044414949922988,5000,46648,0.0,254.748,10
volkert,stratified,0.5,5000,2,0.9056706173858238,5000,46648,0.007,245.429,10
volkert,coreset,0.5,5000,2,0.8800012231120071,5000,46648,10.747,255.971,10
volkert,prototype,0.5,5000,2,0.8771282532495664,5000,46648,23.043,258.028,10
volkert,stratified_coreset,0.5,5000,2,0.8664685463821968,5000,46648,1.599,261.868,10
volkert,random,0.5,5000,3,0.9040509212723892,5000,46648,0.001,249.708,10
volkert,stratified,0.5,5000,3,0.904315257612574,5000,46648,0.007,252.307,10
volkert,coreset,0.5,5000,3,0.8770689508509385,5000,46648,10.194,249.2,10
volkert,prototype,0.5,5000,3,0.869868816309672,5000,46648,22.552,238.049,10
volkert,stratified_coreset,0.5,5000,3,0.864769538596158,5000,46648,1.604,267.043,10
volkert,random,0.5,5000,4,0.9032055211473212,5000,46648,0.001,253.597,10
volkert,stratified,0.5,5000,4,0.9028977626931016,5000,46648,0.008,251.33,10
volkert,coreset,0.5,5000,4,0.8734176196217767,5000,46648,10.947,246.571,10
volkert,prototype,0.5,5000,4,0.8734284246829006,5000,46648,22.453,231.395,10
volkert,stratified_coreset,0.5,5000,4,0.8648753989161362,5000,46648,1.668,247.125,10
connect-4,random,1.0,10000,1,0.8569082082659607,10000,54045,0.001,96.155,3
connect-4,stratified,1.0,10000,1,0.8554480408934837,10000,54045,0.007,96.158,3
connect-4,coreset,1.0,10000,1,0.8551814776723147,10000,54045,17.721,93.578,3
connect-4,prototype,1.0,10000,1,0.8189182654379615,10000,54045,13.934,91.51,3
connect-4,stratified_coreset,1.0,10000,1,0.8234850990510605,10000,54045,8.959,92.015,3
connect-4,random,1.0,10000,2,0.8571209302118402,10000,54045,0.001,94.003,3
connect-4,stratified,1.0,10000,2,0.8561126736926393,10000,54045,0.008,96.269,3
connect-4,coreset,1.0,10000,2,0.8586947438544247,10000,54045,17.509,95.261,3
connect-4,prototype,1.0,10000,2,0.8185348922484174,10000,54045,13.924,92.64,3
connect-4,stratified_coreset,1.0,10000,2,0.8122177671543273,10000,54045,9.883,94.278,3
connect-4,random,1.0,10000,3,0.872649978626463,10000,54045,0.001,98.221,3
connect-4,stratified,1.0,10000,3,0.868724063521476,10000,54045,0.007,101.365,3
connect-4,coreset,1.0,10000,3,0.864519340506081,10000,54045,16.771,96.27,3
connect-4,prototype,1.0,10000,3,0.8191097018971206,10000,54045,13.933,92.057,3
connect-4,stratified_coreset,1.0,10000,3,0.8329639819678653,10000,54045,8.607,92.411,3
connect-4,random,1.0,10000,4,0.8678931870683083,10000,54045,0.001,93.75,3
connect-4,stratified,1.0,10000,4,0.8694264002111369,10000,54045,0.007,96.045,3
connect-4,coreset,1.0,10000,4,0.8743576889420157,10000,54045,18.043,93.634,3
connect-4,prototype,1.0,10000,4,0.8308381180138121,10000,54045,13.924,91.43,3
connect-4,stratified_coreset,1.0,10000,4,0.8388056953966424,10000,54045,9.106,91.596,3
jannis,random,1.0,10000,1,0.8620053745915619,10000,66986,0.001,181.917,4
jannis,stratified,1.0,10000,1,0.8642554444991924,10000,66986,0.009,190.57,4
jannis,coreset,1.0,10000,1,0.8600322811850855,10000,66986,27.635,180.984,4
jannis,stratified_coreset,1.0,10000,1,0.8581792602042017,10000,66986,10.175,181.987,4
jannis,random,1.0,10000,2,0.8646915899252801,10000,66986,0.001,192.833,4
jannis,stratified,1.0,10000,2,0.8626799192100225,10000,66986,0.012,189.234,4
jannis,coreset,1.0,10000,2,0.8627292595592192,10000,66986,27.376,180.694,4
jannis,stratified_coreset,1.0,10000,2,0.8583039137176224,10000,66986,10.518,182.39,4
jannis,random,1.0,10000,3,0.8611188996125803,10000,66986,0.001,192.863,4
jannis,stratified,1.0,10000,3,0.8591007258788301,10000,66986,0.009,191.104,4
jannis,coreset,1.0,10000,3,0.8600264059419974,10000,66986,28.233,181.586,4
jannis,stratified_coreset,1.0,10000,3,0.8578740798563875,10000,66986,10.543,194.834,4
jannis,random,1.0,10000,4,0.8539866595933421,10000,66986,0.001,193.26,4
jannis,stratified,1.0,10000,4,0.8568050524266559,10000,66986,0.009,191.104,4
jannis,coreset,1.0,10000,4,0.8598156716152249,10000,66986,27.309,182.415,4
jannis,stratified_coreset,1.0,10000,4,0.8581909188881057,10000,66986,9.577,183.826,4
volkert,random,1.0,10000,1,0.9079209984067186,10000,46648,0.0,552.866,10
volkert,stratified,1.0,10000,1,0.9085219681103728,10000,46648,0.007,550.21,10
volkert,coreset,1.0,10000,1,0.884077686382428,10000,46648,18.829,564.67,10
volkert,stratified_coreset,1.0,10000,1,0.8888071701058351,10000,46648,2.964,582.339,10
volkert,random,1.0,10000,2,0.9157500988374624,10000,46648,0.001,555.848,10
volkert,stratified,1.0,10000,2,0.910877549584086,10000,46648,0.009,549.872,10
volkert,coreset,1.0,10000,2,0.8919493373836478,10000,46648,20.811,558.289,10
volkert,stratified_coreset,1.0,10000,2,0.8935159490500327,10000,46648,3.383,596.746,10
volkert,random,1.0,10000,3,0.911802257581914,10000,46648,0.001,580.816,10
volkert,stratified,1.0,10000,3,0.9116044846754704,10000,46648,0.008,587.511,10
volkert,coreset,1.0,10000,3,0.887738746370688,10000,46648,20.218,591.813,10
volkert,stratified_coreset,1.0,10000,3,0.8858283874737485,10000,46648,2.966,536.269,10
volkert,random,1.0,10000,4,0.9102445512595267,10000,46648,0.0,546.763,10
volkert,stratified,1.0,10000,4,0.9119043033619828,10000,46648,0.007,576.136,10
volkert,coreset,1.0,10000,4,0.887977706631369,10000,46648,18.991,548.532,10
volkert,stratified_coreset,1.0,10000,4,0.8884336283558272,10000,46648,3.033,564.883,10
jannis,prototype,1.0,10000,1,0.853878920951408,10000,66986,71.228,206.035,4
jannis,prototype,1.0,10000,2,0.8489560790538044,10000,66986,67.821,206.669,4
jannis,prototype,1.0,10000,3,0.8553301607023581,10000,66986,52.985,219.564,4
jannis,prototype,1.0,10000,4,0.8544654458924058,10000,66986,54.796,214.886,4
volkert,prototype,1.0,10000,1,0.9018261267420934,10000,46648,26.822,571.441,10
volkert,prototype,1.0,10000,2,0.903986337613292,10000,46648,26.389,562.709,10
volkert,prototype,1.0,10000,3,0.904330971148394,10000,46648,26.36,566.013,10
volkert,prototype,1.0,10000,4,0.8972967739112588,10000,46648,22.796,545.395,10
mozilla4,random,0.1,1000,1,0.9608085464299077,1000,12436,0.0,1.128,2
mozilla4,stratified,0.1,1000,1,0.9599786958123956,1000,12436,0.002,0.981,2
mozilla4,coreset,0.1,1000,1,0.9625240398815892,1000,12436,0.16,1.004,2
